id,lat,lon,highway,lamp_mount,lamp_type,light:count,material,lamp_ref,power,source,line_attachment,street_lamp,height,sidewalk_orientation,surface,colour,light_source,layer,direction,mapillary,transformer,design,guyed,line_management,transformer_bank,fixme,lit,note,lamp_flames,flag:name,flag:type,flag:wikidata,country,level,support,survey:date,light:height,mapillary:image,mapillary:map_feature
2636114845,45.364085,-75.641582,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114849,45.3641227,-75.645724,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114855,45.3642417,-75.6416994,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114858,45.3642605,-75.6454959,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114863,45.3643842,-75.6418033,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114865,45.3644137,-75.6452008,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114867,45.3645115,-75.6418486,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114874,45.3645998,-75.644867,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114876,45.3646799,-75.6419978,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114879,45.3647271,-75.6445719,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114881,45.3648001,-75.6442315,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114883,45.3648779,-75.6422142,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114886,45.3648991,-75.6438961,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114888,45.3650252,-75.6435859,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114890,45.3650746,-75.6425496,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114892,45.3651406,-75.6433092,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114895,45.3651877,-75.6427994,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114897,45.3653079,-75.642947,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636114900,45.3654611,-75.6423148,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636117190,45.3624518,-75.6474915,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636117192,45.3626901,-75.6476077,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636117195,45.3629217,-75.6476196,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636117197,45.3629301,-75.6469319,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636117223,45.36313,-75.6474382,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636117226,45.3633475,-75.6472319,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
